LONG,LAT,MOHO_DEPTH,VP/VS,METHOD,SUB-METHOD,AUTHOR,V_PROFILE(Y/N),LOCATION,SUB_LOCATION
-108.59,41.18,33,1.77,Hk,-,EARS,N,America_North,
-105.67,41.18,44,1.86,Hk,-,EARS,N,America_North,
-108.83,41.2,65,1.72,Hk,-,EARS,N,America_North,
-105.69,41.2,48,1.6,Hk,-,EARS,N,America_North,
-120.48,41.21,40,1.76,Hk,-,EARS,N,America_North,
-105.71,41.22,52,1.79,Hk,-,EARS,N,America_North,
-78.6,41.22,41,1.86,Hk,-,EARS,N,America_North,
-105.73,41.23,53,1.81,Hk,-,EARS,N,America_North,
-80.51,41.24,52,1.73,Hk,-,EARS,N,America_North,
-107.25,41.25,49,2.02,Hk,-,EARS,N,America_North,
-105.74,41.26,53,1.77,Hk,-,EARS,N,America_North,
-79.14,41.26,44,1.8,Hk,-,EARS,N,America_North,
-70.14,41.26,28,1.89,Hk,-,EARS,N,America_North,
-122.12,41.27,31,2.02,Hk,-,EARS,N,America_North,
-108.81,41.27,25,1.62,Hk,-,EARS,N,America_North,
-105.79,41.29,32,1.61,Hk,-,EARS,N,America_North,
-105.46,41.3,49,1.81,Hk,-,EARS,N,America_North,
-75.02,41.3,42,1.75,Hk,-,EARS,N,America_North,
-112.45,41.31,28,1.69,Hk,-,EARS,N,America_North,
-111.63,41.31,34,1.86,Hk,-,EARS,N,America_North,
-94.01,41.31,48,1.75,Hk,-,EARS,N,America_North,
-76.02,41.31,34,1.86,Hk,-,EARS,N,America_North,
-73.77,41.31,27,2.09,Hk,-,EARS,N,America_North,
-110.03,41.32,41,1.8,Hk,-,EARS,N,America_North,
-105.79,41.32,55,1.76,Hk,-,EARS,N,America_North,
-79.08,41.32,45,1.79,Hk,-,EARS,N,America_North,
-72.92,41.32,31,1.74,Hk,-,EARS,N,America_North,
-105.81,41.33,49,1.94,Hk,-,EARS,N,America_North,
-82.18,41.33,46,1.75,Hk,-,EARS,N,America_North,
-79.21,41.33,45,1.76,Hk,-,EARS,N,America_North,
-74.63,41.33,40,1.75,Hk,-,EARS,N,America_North,
-98.98,41.34,28,2,Hk,-,EARS,N,America_North,
-77.13,41.34,43,1.78,Hk,-,EARS,N,America_North,
-77.13,41.34,44,1.75,Hk,-,EARS,N,America_North,
-100.09,41.35,28,1.98,Hk,-,EARS,N,America_North,
-121.15,41.36,27,2.1,Hk,-,EARS,N,America_North,
-114.17,41.36,34,1.74,Hk,-,EARS,N,America_North,
-110.19,41.36,40,1.78,Hk,-,EARS,N,America_North,
-105.83,41.36,49,1.82,Hk,-,EARS,N,America_North,
-85.62,41.36,42,1.8,Hk,-,EARS,N,America_North,
-108.86,41.37,55,1.6,Hk,-,EARS,N,America_North,
-77.93,41.37,44,1.81,Hk,-,EARS,N,America_North,
-76.46,41.37,36,1.8,Hk,-,EARS,N,America_North,
-105.84,41.38,53,1.71,Hk,-,EARS,N,America_North,
-90.54,41.38,40,1.82,Hk,-,EARS,N,America_North,
-122.85,41.39,45,1.6,Hk,-,EARS,N,America_North,
-119.17,41.39,35,1.75,Hk,-,EARS,N,America_North,
-88.04,41.39,32,2.03,Hk,-,EARS,N,America_North,
-88.04,41.39,42,1.75,Hk,-,EARS,N,America_North,
-87.25,41.39,38,1.8,Hk,-,EARS,N,America_North,
-78.13,41.39,42,1.82,Hk,-,EARS,N,America_North,
-106.6,41.4,49,1.91,Hk,-,EARS,N,America_North,
-105.86,41.4,68,1.87,Hk,-,EARS,N,America_North,
-101.37,41.4,51,1.68,Hk,-,EARS,N,America_North,
-94.06,41.4,48,1.75,Hk,-,EARS,N,America_North,
-83.04,41.4,55,1.79,Hk,-,EARS,N,America_North,
-83.04,41.4,56,1.76,Hk,-,EARS,N,America_North,
-82.6,41.4,48,1.8,Hk,-,EARS,N,America_North,
-72.05,41.4,32,1.75,Hk,-,EARS,N,America_North,
-72.05,41.4,32,1.77,Hk,-,EARS,N,America_North,
-98.15,41.41,52,1.73,Hk,-,EARS,N,America_North,
-98.15,41.41,41,1.97,Hk,-,EARS,N,America_North,
-91.51,41.41,38,1.8,Hk,-,EARS,N,America_North,
-86.35,41.41,41,2.04,Hk,-,EARS,N,America_North,
-74.01,41.41,42,1.79,Hk,-,EARS,N,America_North,
-117.45,41.42,34,1.6,Hk,-,EARS,N,America_North,
-114.92,41.42,38,1.75,Hk,-,EARS,N,America_North,
-110.25,41.42,40,1.8,Hk,-,EARS,N,America_North,
-105.88,41.42,50,1.61,Hk,-,EARS,N,America_North,
-100.19,41.42,25,2.08,Hk,-,EARS,N,America_North,
-93.2,41.42,45,1.72,Hk,-,EARS,N,America_North,
-115.79,41.43,59,2.01,Hk,-,EARS,N,America_North,
-110.07,41.43,41,1.82,Hk,-,EARS,N,America_North,
-104.06,41.43,46,1.82,Hk,-,EARS,N,America_North,
-105.9,41.44,58,1.83,Hk,-,EARS,N,America_North,
-100.69,41.44,25,2,Hk,-,EARS,N,America_North,
-88.96,41.44,29,2.1,Hk,-,EARS,N,America_North,
-80.68,41.44,51,1.76,Hk,-,EARS,N,America_North,
-72.89,41.44,30,1.77,Hk,-,EARS,N,America_North,
-118.38,41.45,30,1.89,Hk,-,EARS,N,America_North,
-109.86,41.45,40,1.8,Hk,-,EARS,N,America_North,
-107.21,41.45,49,1.7,Hk,-,EARS,N,America_North,
-94.8,41.45,32,1.61,Hk,-,EARS,N,America_North,
-89.76,41.45,41,1.79,Hk,-,EARS,N,America_North,
-112.45,41.46,30,1.82,Hk,-,EARS,N,America_North,
-108.85,41.46,38,1.88,Hk,-,EARS,N,America_North,
-110.67,41.47,40,1.88,Hk,-,EARS,N,America_North,
-105.72,41.47,35,1.66,Hk,-,EARS,N,America_North,
-104.82,41.47,39,2.01,Hk,-,EARS,N,America_North,
-103.14,41.47,40,2.01,Hk,-,EARS,N,America_North,
-95.69,41.47,40,1.6,Hk,-,EARS,N,America_North,
-83.98,41.47,50,1.76,Hk,-,EARS,N,America_North,
-78.76,41.47,44,1.81,Hk,-,EARS,N,America_North,
-78.76,41.47,43,1.8,Hk,-,EARS,N,America_North,
-105.93,41.48,65,1.67,Hk,-,EARS,N,America_North,
-92.17,41.48,43,1.75,Hk,-,EARS,N,America_North,
-84.72,41.48,40,1.79,Hk,-,EARS,N,America_North,
-78.18,41.48,42,1.79,Hk,-,EARS,N,America_North,
-108.19,41.49,25,1.6,Hk,-,EARS,N,America_North,
-105.89,41.49,25,1.6,Hk,-,EARS,N,America_North,
-113.35,41.5,30,1.62,Hk,-,EARS,N,America_North,
-109.16,41.5,34,1.84,Hk,-,EARS,N,America_North,
-105.95,41.5,52,1.92,Hk,-,EARS,N,America_North,
-96.58,41.5,40,1.88,Hk,-,EARS,N,America_North,
-83.79,41.5,39,1.99,Hk,-,EARS,N,America_North,
-79.66,41.51,48,1.75,Hk,-,EARS,N,America_North,
-116.54,41.52,25,1.92,Hk,-,EARS,N,America_North,
-105.96,41.52,61,1.75,Hk,-,EARS,N,America_North,
-79.68,41.52,48,1.78,Hk,-,EARS,N,America_North,
-102.39,41.53,48,1.78,Hk,-,EARS,N,America_North,
-108.85,41.54,39,1.74,Hk,-,EARS,N,America_North,
-107.24,41.54,29,1.68,Hk,-,EARS,N,America_North,
-105.98,41.54,25,1.6,Hk,-,EARS,N,America_North,
-99.87,41.54,48,1.6,Hk,-,EARS,N,America_North,
-94.26,41.54,48,1.77,Hk,-,EARS,N,America_North,
-81.36,41.54,49,1.83,Hk,-,EARS,N,America_North,
-81.36,41.54,48,1.8,Hk,-,EARS,N,America_North,
-75.43,41.54,37,1.76,Hk,-,EARS,N,America_North,
-71.21,41.55,31,1.7,Hk,-,EARS,N,America_North,
-106,41.56,68,1.6,Hk,-,EARS,N,America_North,
-75.77,41.56,36,1.7,Hk,-,EARS,N,America_North,
-70.65,41.56,30,1.7,Hk,-,EARS,N,America_North,
-110.51,41.57,36,1.99,Hk,-,EARS,N,America_North,
-97.2,41.57,40,1.93,Hk,-,EARS,N,America_North,
-106.01,41.59,42,1.93,Hk,-,EARS,N,America_North,
-106.03,41.6,52,1.81,Hk,-,EARS,N,America_North,
-111.57,41.61,41,1.6,Hk,-,EARS,N,America_North,
-107.36,41.61,42,1.84,Hk,-,EARS,N,America_North,
-109.5,41.62,42,1.77,Hk,-,EARS,N,America_North,
-107.28,41.62,46,1.71,Hk,-,EARS,N,America_North,
-80.14,41.65,50,1.74,Hk,-,EARS,N,America_North,
-76.92,41.65,39,1.88,Hk,-,EARS,N,America_North,
-73.9,41.67,41,1.75,Hk,-,EARS,N,America_North,
-73.22,41.68,40,2.1,Hk,-,EARS,N,America_North,
-107.21,41.69,49,1.71,Hk,-,EARS,N,America_North,
-107.32,41.72,50,1.72,Hk,-,EARS,N,America_North,
-108.92,41.73,34,1.91,Hk,-,EARS,N,America_North,
-77.76,41.73,42,1.81,Hk,-,EARS,N,America_North,
-73.48,41.73,30,1.95,Hk,-,EARS,N,America_North,
-109.85,41.74,41,1.79,Hk,-,EARS,N,America_North,
-82.63,41.75,53,1.75,Hk,-,EARS,N,America_North,
-82.63,41.75,48,1.81,Hk,-,EARS,N,America_North,
-74.14,41.75,42,1.72,Hk,-,EARS,N,America_North,
-79.17,41.76,46,1.81,Hk,-,EARS,N,America_North,
-74.67,41.76,38,1.78,Hk,-,EARS,N,America_North,
-94.47,41.77,28,1.68,Hk,-,EARS,N,America_North,
-121.84,41.78,40,1.76,Hk,-,EARS,N,America_North,
-112.78,41.78,33,1.83,Hk,-,EARS,N,America_North,
-81.18,41.79,49,1.74,Hk,-,EARS,N,America_North,
-72.23,41.79,33,1.74,Hk,-,EARS,N,America_North,
-107.35,41.8,44,1.83,Hk,-,EARS,N,America_North,
-87.85,41.8,41,1.78,Hk,-,EARS,N,America_North,
-76.67,41.81,45,1.77,Hk,-,EARS,N,America_North,
-124.12,41.85,22,1.84,Hk,-,EARS,N,America_North,
-76.2,41.85,38,2.04,Hk,-,EARS,N,America_North,
-71.61,41.86,34,1.8,Hk,-,EARS,N,America_North,
-110.84,41.87,28,1.7,Hk,-,EARS,N,America_North,
-107.39,41.89,52,1.71,Hk,-,EARS,N,America_North,
-94.6,41.89,68,1.82,Hk,-,EARS,N,America_North,
-120.3,41.9,39,1.72,Hk,-,EARS,N,America_North,
-108.84,41.9,27,1.66,Hk,-,EARS,N,America_North,
-93.22,41.91,48,1.76,Hk,-,EARS,N,America_North,
-110.04,41.92,38,1.9,Hk,-,EARS,N,America_North,
-71.54,41.92,34,1.8,Hk,-,EARS,N,America_North,
-84.43,41.94,44,1.91,Hk,-,EARS,N,America_North,
-84.43,41.94,48,1.71,Hk,-,EARS,N,America_North,
-84.43,41.94,46,1.73,Hk,-,EARS,N,America_North,
-70.84,41.94,29,1.75,Hk,-,EARS,N,America_North,
-70.84,41.94,29,1.73,Hk,-,EARS,N,America_North,
-99.72,41.95,43,1.6,Hk,-,EARS,N,America_North,
-80.26,41.95,54,1.73,Hk,-,EARS,N,America_North,
-119.79,41.96,32,1.84,Hk,-,EARS,N,America_North,
-107.37,41.96,46,1.75,Hk,-,EARS,N,America_North,
-96.38,41.97,38,1.86,Hk,-,EARS,N,America_North,
-96.38,41.97,40,1.82,Hk,-,EARS,N,America_North,
-107.43,41.98,39,2.01,Hk,-,EARS,N,America_North,
-85.2,41.98,32,1.86,Hk,-,EARS,N,America_North,
-74.22,41.99,36,1.9,Hk,-,EARS,N,America_North,
-112.39,42,36,1.84,Hk,-,EARS,N,America_North,
-98.01,42,34,1.62,Hk,-,EARS,N,America_North,
-89.67,42,43,1.8,Hk,-,EARS,N,America_North,
-89.67,42,43,1.83,Hk,-,EARS,N,America_North,
-76.85,42,42,1.83,Hk,-,EARS,N,America_North,
-111.43,42.01,46,1.64,Hk,-,EARS,N,America_North,
-108.34,42.01,41,1.68,Hk,-,EARS,N,America_North,
-101.52,42.01,30,2.08,Hk,-,EARS,N,America_North,
-86.3,42.01,43,1.75,Hk,-,EARS,N,America_North,
-86.3,42.01,31,1.97,Hk,-,EARS,N,America_North,
-119.34,42.02,34,1.82,Hk,-,EARS,N,America_North,
-117.67,42.02,36,1.86,Hk,-,EARS,N,America_North,
-110.9,42.02,44,1.74,Hk,-,EARS,N,America_North,
-113.24,42.03,38,1.74,Hk,-,EARS,N,America_North,
-106.43,42.03,41,2.02,Hk,-,EARS,N,America_North,
-94.84,42.03,59,1.65,Hk,-,EARS,N,America_North,
-72.66,42.03,30,1.72,Hk,-,EARS,N,America_North,
-70.05,42.03,28,1.89,Hk,-,EARS,N,America_North,
-104.93,42.04,35,1.6,Hk,-,EARS,N,America_North,
-103.08,42.04,35,2.08,Hk,-,EARS,N,America_North,
-82.81,42.04,55,1.74,Hk,-,EARS,N,America_North,
-75.85,42.04,46,1.76,Hk,-,EARS,N,America_North,
-74.85,42.04,39,1.82,Hk,-,EARS,N,America_North,
-120.83,42.05,33,2.02,Hk,-,EARS,N,America_North,
-108.9,42.06,32,1.68,Hk,-,EARS,N,America_North,
-100.48,42.06,39,1.76,Hk,-,EARS,N,America_North,
-91.22,42.06,40,1.75,Hk,-,EARS,N,America_North,
-91.22,42.06,40,1.76,Hk,-,EARS,N,America_North,
-107.46,42.07,49,2.04,Hk,-,EARS,N,America_North,
-116.47,42.08,40,1.73,Hk,-,EARS,N,America_North,
-102.32,42.08,54,1.6,Hk,-,EARS,N,America_North,
-90.5,42.08,40,1.76,Hk,-,EARS,N,America_North,
-113.94,42.09,36,1.84,Hk,-,EARS,N,America_North,
-75.97,42.09,49,1.7,Hk,-,EARS,N,America_North,
-110.87,42.1,42,1.73,Hk,-,EARS,N,America_North,
-109.36,42.1,46,1.64,Hk,-,EARS,N,America_North,
-94.67,42.1,50,1.8,Hk,-,EARS,N,America_North,
-105.7,42.11,26,1.61,Hk,-,EARS,N,America_North,
-95.54,42.11,42,1.86,Hk,-,EARS,N,America_North,
-83.77,42.11,44,1.87,Hk,-,EARS,N,America_North,
-123.57,42.12,30,2.06,Hk,-,EARS,N,America_North,
-123.57,42.12,34,1.96,Hk,-,EARS,N,America_North,
-93.75,42.12,46,1.75,Hk,-,EARS,N,America_North,
-92,42.12,44,1.77,Hk,-,EARS,N,America_North,
-79.99,42.12,44,1.83,Hk,-,EARS,N,America_North,
-92.96,42.14,45,1.84,Hk,-,EARS,N,America_North,
-77.56,42.14,45,1.83,Hk,-,EARS,N,America_North,
-77.56,42.14,45,1.81,Hk,-,EARS,N,America_North,
-115.02,42.15,40,1.76,Hk,-,EARS,N,America_North,
-103.97,42.15,53,1.79,Hk,-,EARS,N,America_North,
-123.6,42.16,38,1.89,Hk,-,EARS,N,America_North,
-123.6,42.16,39,1.87,Hk,-,EARS,N,America_North,
-123.6,42.16,39,1.87,Hk,-,EARS,N,America_North,
-115.75,42.17,40,1.77,Hk,-,EARS,N,America_North,
-97.27,42.17,38,1.79,Hk,-,EARS,N,America_North,
-73.72,42.17,40,1.8,Hk,-,EARS,N,America_North,
-121.89,42.18,30,2.03,Hk,-,EARS,N,America_North,
-98.84,42.18,25,1.93,Hk,-,EARS,N,America_North,
-88.74,42.18,40,1.81,Hk,-,EARS,N,America_North,
-87.91,42.18,39,1.77,Hk,-,EARS,N,America_North,
-87.91,42.18,40,1.77,Hk,-,EARS,N,America_North,
-78.44,42.18,47,1.82,Hk,-,EARS,N,America_North,
-118.34,42.19,32,1.85,Hk,-,EARS,N,America_North,
-75.04,42.19,46,1.78,Hk,-,EARS,N,America_North,
-75.04,42.19,47,1.77,Hk,-,EARS,N,America_North,
-73.55,42.19,39,1.83,Hk,-,EARS,N,America_North,
-75.99,42.2,48,1.75,Hk,-,EARS,N,America_North,
-124.23,42.21,22,1.97,Hk,-,EARS,N,America_North,
-122.3,42.22,32,1.93,Hk,-,EARS,N,America_North,
-122.3,42.22,32,1.97,Hk,-,EARS,N,America_North,
-79.32,42.23,49,1.76,Hk,-,EARS,N,America_North,
-111.19,42.24,48,1.98,Hk,-,EARS,N,America_North,
-122.83,42.26,52,1.75,Hk,-,EARS,N,America_North,
-108.85,42.27,26,2.1,Hk,-,EARS,N,America_North,
-123.63,42.28,33,2.02,Hk,-,EARS,N,America_North,
-107.6,42.28,62,2.09,Hk,-,EARS,N,America_North,
-72.35,42.28,30,1.71,Hk,-,EARS,N,America_North,
-95.05,42.3,44,1.77,Hk,-,EARS,N,America_North,
-83.66,42.3,41,1.93,Hk,-,EARS,N,America_North,
-72.71,42.32,36,1.61,Hk,-,EARS,N,America_North,
-74.27,42.33,41,1.75,Hk,-,EARS,N,America_North,
-108.94,42.34,46,1.84,Hk,-,EARS,N,America_North,
-71.17,42.34,29,1.75,Hk,-,EARS,N,America_North,
-71.32,42.38,30,1.76,Hk,-,EARS,N,America_North,
-78.6,42.41,58,1.64,Hk,-,EARS,N,America_North,
-118.64,42.43,33,1.72,Hk,-,EARS,N,America_North,
-108.89,42.45,46,1.73,Hk,-,EARS,N,America_North,
-74.93,42.45,42,1.83,Hk,-,EARS,N,America_North,
-72.68,42.45,32,1.71,Hk,-,EARS,N,America_North,
-72.68,42.45,30,1.77,Hk,-,EARS,N,America_North,
-107.7,42.46,31,1.62,Hk,-,EARS,N,America_North,
-76.54,42.47,46,1.74,Hk,-,EARS,N,America_North,
-78.54,42.48,44,1.88,Hk,-,EARS,N,America_North,
-122.59,42.49,27,1.6,Hk,-,EARS,N,America_North,
-123.37,42.5,40,1.79,Hk,-,EARS,N,America_North,
-95.35,42.51,46,1.79,Hk,-,EARS,N,America_North,
-71.56,42.51,31,1.65,Hk,-,EARS,N,America_North,
-71.56,42.51,31,1.68,Hk,-,EARS,N,America_North,
-114.96,42.55,41,1.7,Hk,-,EARS,N,America_North,
-113.18,42.55,36,1.8,Hk,-,EARS,N,America_North,
-110.89,42.56,34,1.95,Hk,-,EARS,N,America_North,
-108.04,42.57,55,2.04,Hk,-,EARS,N,America_North,
-111.45,42.59,32,1.83,Hk,-,EARS,N,America_North,
-109.25,42.59,35,1.95,Hk,-,EARS,N,America_North,
-122.96,42.61,25,2.03,Hk,-,EARS,N,America_North,
-103.87,42.61,49,1.79,Hk,-,EARS,N,America_North,
-97,42.61,26,1.9,Hk,-,EARS,N,America_North,
-90.3,42.61,44,1.77,Hk,-,EARS,N,America_North,
-78.69,42.61,42,1.84,Hk,-,EARS,N,America_North,
-121.75,42.62,37,1.91,Hk,-,EARS,N,America_North,
-121.75,42.62,37,1.91,Hk,-,EARS,N,America_North,
-98.75,42.62,26,1.74,Hk,-,EARS,N,America_North,
-98.75,42.62,26,1.73,Hk,-,EARS,N,America_North,
-73.89,42.62,40,1.84,Hk,-,EARS,N,America_North,
-107.25,42.63,54,1.73,Hk,-,EARS,N,America_North,
-124.38,42.64,26,1.65,Hk,-,EARS,N,America_North,
-114.9,42.64,41,1.75,Hk,-,EARS,N,America_North,
-111.46,42.64,62,1.94,Hk,-,EARS,N,America_North,
-110.04,42.64,37,1.71,Hk,-,EARS,N,America_North,
-94.45,42.64,45,1.75,Hk,-,EARS,N,America_North,
-114.08,42.65,38,1.8,Hk,-,EARS,N,America_North,
-106.52,42.65,29,1.95,Hk,-,EARS,N,America_North,
-106.52,42.65,30,1.92,Hk,-,EARS,N,America_North,
-92.77,42.65,34,1.95,Hk,-,EARS,N,America_North,
-92.77,42.65,36,1.97,Hk,-,EARS,N,America_North,
-108.34,42.66,34,1.6,Hk,-,EARS,N,America_North,
-97.97,42.66,36,1.7,Hk,-,EARS,N,America_North,
-99.61,42.67,31,1.67,Hk,-,EARS,N,America_North,
-99.61,42.67,32,1.67,Hk,-,EARS,N,America_North,
-85,42.67,35,1.9,Hk,-,EARS,N,America_North,
-74.47,42.67,44,1.78,Hk,-,EARS,N,America_North,
-73.27,42.67,43,1.79,Hk,-,EARS,N,America_North,
-72.23,42.67,32,1.71,Hk,-,EARS,N,America_North,
-72.23,42.67,32,1.69,Hk,-,EARS,N,America_North,
-119.25,42.69,32,1.87,Hk,-,EARS,N,America_North,
-112.53,42.69,41,1.75,Hk,-,EARS,N,America_North,
-96.1,42.69,25,1.79,Hk,-,EARS,N,America_North,
-85.78,42.69,30,1.87,Hk,-,EARS,N,America_North,
-71.53,42.69,30,1.7,Hk,-,EARS,N,America_North,
-123.67,42.7,36,2.01,Hk,-,EARS,N,America_North,
-123.67,42.7,36,2.03,Hk,-,EARS,N,America_North,
-117.73,42.7,33,1.96,Hk,-,EARS,N,America_North,
-103.18,42.7,50,1.6,Hk,-,EARS,N,America_North,
-102.24,42.7,32,1.85,Hk,-,EARS,N,America_North,
-91.14,42.7,43,1.79,Hk,-,EARS,N,America_North,
-88.33,42.7,42,1.6,Hk,-,EARS,N,America_North,
-88.33,42.7,39,1.82,Hk,-,EARS,N,America_North,
-77.32,42.7,52,1.71,Hk,-,EARS,N,America_North,
-74.4,42.7,44,1.76,Hk,-,EARS,N,America_North,
-101.37,42.71,52,1.65,Hk,-,EARS,N,America_North,
-91.89,42.71,36,1.92,Hk,-,EARS,N,America_North,
-104.82,42.72,25,2.1,Hk,-,EARS,N,America_North,
-95.23,42.72,44,1.85,Hk,-,EARS,N,America_North,
-81.51,42.72,45,1.76,Hk,-,EARS,N,America_North,
-120.89,42.73,35,1.99,Hk,-,EARS,N,America_North,
-120.89,42.73,36,1.91,Hk,-,EARS,N,America_North,
-118.49,42.73,35,1.61,Hk,-,EARS,N,America_North,
-78.07,42.73,46,1.81,Hk,-,EARS,N,America_North,
-77.91,42.73,47,1.79,Hk,-,EARS,N,America_North,
-76.52,42.73,41,1.85,Hk,-,EARS,N,America_North,
-76.52,42.73,41,1.84,Hk,-,EARS,N,America_North,
-73.67,42.73,31,2,Hk,-,EARS,N,America_North,
-110.92,42.75,34,1.68,Hk,-,EARS,N,America_North,
-105.63,42.75,38,1.81,Hk,-,EARS,N,America_North,
-100.32,42.76,25,1.99,Hk,-,EARS,N,America_North,
-75.65,42.76,48,1.78,Hk,-,EARS,N,America_North,
-123.49,42.77,34,1.91,Hk,-,EARS,N,America_North,
-116.03,42.77,38,1.8,Hk,-,EARS,N,America_North,
-111.1,42.77,27,2.1,Hk,-,EARS,N,America_North,
-109.56,42.77,29,1.97,Hk,-,EARS,N,America_North,
-109.56,42.77,30,1.94,Hk,-,EARS,N,America_North,
-93.64,42.77,50,1.7,Hk,-,EARS,N,America_North,
-82.62,42.77,38,1.87,Hk,-,EARS,N,America_North,
-82.62,42.77,38,1.84,Hk,-,EARS,N,America_North,
-77.82,42.77,44,2.05,Hk,-,EARS,N,America_North,
-116.87,42.78,35,1.93,Hk,-,EARS,N,America_North,
-89.35,42.78,41,1.8,Hk,-,EARS,N,America_North,
-83.46,42.78,44,1.8,Hk,-,EARS,N,America_North,
-80.71,42.78,42,1.77,Hk,-,EARS,N,America_North,
-74.85,42.78,46,1.81,Hk,-,EARS,N,America_North,
-120.25,42.8,38,2.07,Hk,-,EARS,N,America_North,
-84.12,42.8,29,1.91,Hk,-,EARS,N,America_North,
-124.47,42.81,21,1.96,Hk,-,EARS,N,America_North,
-108.85,42.82,26,1.61,Hk,-,EARS,N,America_North,
-75.53,42.82,49,1.76,Hk,-,EARS,N,America_North,
-111.59,42.83,28,1.83,Hk,-,EARS,N,America_North,
-114.43,42.85,38,1.83,Hk,-,EARS,N,America_North,
-124.05,42.86,26,2.1,Hk,-,EARS,N,America_North,
-124.33,42.87,50,2.03,Hk,-,EARS,N,America_North,
-122.68,42.89,60,1.72,Hk,-,EARS,N,America_North,
-122.14,42.91,40,1.77,Hk,-,EARS,N,America_North,
-113.98,42.91,39,1.83,Hk,-,EARS,N,America_North,
-90.25,42.91,34,1.96,Hk,-,EARS,N,America_North,
-122.02,42.92,42,1.69,Hk,-,EARS,N,America_North,
-122.15,42.93,43,1.72,Hk,-,EARS,N,America_North,
-78.86,42.93,44,1.75,Hk,-,EARS,N,America_North,
-113.21,42.95,39,1.86,Hk,-,EARS,N,America_North,
-108.56,42.97,43,1.71,Hk,-,EARS,N,America_North,
-95.98,42.97,27,1.74,Hk,-,EARS,N,America_North,
-75.79,42.97,28,1.68,Hk,-,EARS,N,America_North,
-122.09,42.98,41,1.76,Hk,-,EARS,N,America_North,
-75.77,42.98,32,2.06,Hk,-,EARS,N,America_North,
-75.77,42.99,47,1.76,Hk,-,EARS,N,America_North,
-118.93,43.03,32,1.87,Hk,-,EARS,N,America_North,
-115.99,43.06,58,1.6,Hk,-,EARS,N,America_North,
-79.87,43.09,41,1.8,Hk,-,EARS,N,America_North,
-79.31,43.09,42,1.81,Hk,-,EARS,N,America_North,
-70.87,43.09,29,1.68,Hk,-,EARS,N,America_North,
-79.87,43.1,40,1.81,Hk,-,EARS,N,America_North,
-123.24,43.12,48,1.65,Hk,-,EARS,N,America_North,
-77.59,43.12,58,1.95,Hk,-,EARS,N,America_North,
-123.43,43.14,38,2.1,Hk,-,EARS,N,America_North,
-70.93,43.14,31,1.62,Hk,-,EARS,N,America_North,
-123.93,43.16,31,2.1,Hk,-,EARS,N,America_North,
-123.93,43.16,31,2.08,Hk,-,EARS,N,America_North,
-123.93,43.16,31,2.08,Hk,-,EARS,N,America_North,
-78.45,43.16,41,1.83,Hk,-,EARS,N,America_North,
-78.45,43.16,42,1.79,Hk,-,EARS,N,America_North,
-110,43.17,37,2.07,Hk,-,EARS,N,America_North,
-111.58,43.19,41,1.68,Hk,-,EARS,N,America_North,
-81.32,43.19,44,1.79,Hk,-,EARS,N,America_North,
-110.02,43.21,48,1.74,Hk,-,EARS,N,America_North,
-79.17,43.21,42,1.77,Hk,-,EARS,N,America_North,
-79.17,43.21,43,1.75,Hk,-,EARS,N,America_North,
-108.98,43.23,40,2.07,Hk,-,EARS,N,America_North,
-71.81,43.23,30,1.71,Hk,-,EARS,N,America_North,
-122.11,43.24,37,1.84,Hk,-,EARS,N,America_North,
-122.11,43.24,38,1.61,Hk,-,EARS,N,America_North,
-122.11,43.24,37,1.85,Hk,-,EARS,N,America_North,
-84.82,43.24,46,1.82,Hk,-,EARS,N,America_North,
-84.82,43.24,46,1.81,Hk,-,EARS,N,America_North,
-80.48,43.24,43,1.76,Hk,-,EARS,N,America_North,
-73.42,43.24,45,1.75,Hk,-,EARS,N,America_North,
-120.15,43.25,36,1.86,Hk,-,EARS,N,America_North,
-115.1,43.25,37,1.77,Hk,-,EARS,N,America_North,
-102.01,43.25,52,1.6,Hk,-,EARS,N,America_North,
-109.05,43.26,38,2.08,Hk,-,EARS,N,America_North,
-111.61,43.27,37,1.89,Hk,-,EARS,N,America_North,
-78.64,43.27,42,1.75,Hk,-,EARS,N,America_North,
-78.64,43.27,42,1.75,Hk,-,EARS,N,America_North,
-77.82,43.27,43,1.74,Hk,-,EARS,N,America_North,
-77.82,43.27,43,1.74,Hk,-,EARS,N,America_North,
-121.24,43.28,52,1.6,Hk,-,EARS,N,America_North,
-121.23,43.28,25,1.68,Hk,-,EARS,N,America_North,
-121.23,43.28,38,1.82,Hk,-,EARS,N,America_North,
-95.96,43.28,34,2.09,Hk,-,EARS,N,America_North,
-76.86,43.28,50,1.7,Hk,-,EARS,N,America_North,
-76.86,43.28,51,1.69,Hk,-,EARS,N,America_North,
-71.08,43.28,28,1.8,Hk,-,EARS,N,America_North,
-98.74,43.29,25,1.6,Hk,-,EARS,N,America_North,
-82.78,43.3,46,1.72,Hk,-,EARS,N,America_North,
-103.08,43.31,41,1.61,Hk,-,EARS,N,America_North,
-93.55,43.31,39,1.99,Hk,-,EARS,N,America_North,
-113.52,43.32,38,1.8,Hk,-,EARS,N,America_North,
-99.49,43.32,29,1.6,Hk,-,EARS,N,America_North,
-96.97,43.32,49,1.62,Hk,-,EARS,N,America_North,
-92.48,43.32,30,1.93,Hk,-,EARS,N,America_North,
